
exaggerate ; преувеличивать ; преуменьшать ; говорить правду ; understate ; tell the truth ; Он склонен преувеличивать свои достижения. ; He tends to exaggerate his achievements. ; ɪɡˈzæʤəreɪt

exaggerated ; преувеличенный ; преуменьшенный ; точный ; understated ; accurate ; Его реакция была преувеличенной. ; His reaction was exaggerated. ; ɪɡˈzæʤəreɪtɪd

exam ; экзамен ; тест ; домашняя работа ; test ; homework ; У меня завтра важный экзамен. ; I have an important exam tomorrow. ; ɪɡˈzæm

examination ; осмотр/экзамен ; пренебрежение ; отдых ; neglect ; rest ; Доктор провел тщательный осмотр. ; The doctor conducted a thorough examination. ; ɪɡˌzæmɪˈneɪʃən

examine ; осматривать/изучать ; игнорировать ; откладывать ; ignore ; postpone ; Полиция изучает доказательства. ; The police are examining the evidence. ; ɪɡˈzæmɪn

example ; пример ; правило ; теория ; rule ; theory ; Приведите мне пример вашего утверждения. ; Give me an example of your statement. ; ɪɡˈzɑːmpəl

excellent ; отличный/превосходный ; плохой ; ужасный ; bad ; terrible ; Она проделала отличную работу. ; She did an excellent job. ; ˈɛksələnt

except ; кроме/за исключением ; включая ; вместе с ; including ; together with ; Все пришли, кроме Джона. ; Everyone came except John. ; ɪkˈsɛpt

exception ; исключение ; правило ; норма ; rule ; norm ; Это было единственное исключение из правил. ; It was the only exception to the rule. ; ɪkˈsɛpʃən

exchange ; обмен ; хранение ; сохранение ; storage ; preservation ; Мы произвели обмен валюты. ; We made a currency exchange. ; ɪksˈʧeɪnʤ

exchange ; обменивать ; держать ; принимать ; keep ; accept ; Мы обменяли подарки на Рождество. ; We exchanged gifts for Christmas. ; ɪksˈʧeɪnʤ

excite ; возбуждать/волновать ; успокаивать ; скучать ; calm ; bore ; Новости о поездке взволновали детей. ; The news of the trip excited the children. ; ɪkˈsaɪt

excited ; возбужденный/взволнованный ; спокойный ; скучающий ; calm ; bored ; Мы очень взволнованы предстоящим путешествием. ; We are very excited about the upcoming trip. ; ɪkˈsaɪtɪd

excitement ; возбуждение/волнение ; спокойствие ; скука ; calmness ; boredom ; Я почувствовал сильное волнение перед началом. ; I felt great excitement before the start. ; ɪkˈsaɪtmənt

exciting ; захватывающий/волнующий ; скучный ; унылый ; boring ; dreary ; Это было очень захватывающее приключение. ; It was a very exciting adventure. ; ɪkˈsaɪtɪŋ

exclude ; исключать ; включать ; добавлять ; include ; add ; Мы исключили его из списка участников. ; We excluded him from the list of participants. ; ɪkˈskluːd

excluding ; исключая ; включая ; вместе с ; including ; together with ; Все присутствовали, исключая директора. ; Everyone was present, excluding the director. ; ɪkˈskluːdɪŋ

excuse ; извинение/оправдание ; обвинение ; критика ; accusation ; criticism ; У него всегда есть какое-нибудь оправдание. ; He always has some excuse. ; ɪkˈskjuːs

excuse ; извинять/прощать ; обвинять ; осуждать ; accuse ; condemn ; Извините меня за опоздание. ; Excuse me for being late. ; ɪkˈskjuːs

executive ; руководитель/исполнительный ; подчиненный ; рядовой ; subordinate ; ordinary ; Он занимает руководящую должность. ; He holds an executive position. ; ɪɡˈzɛkjətɪv

exercise ; упражнение/тренировка ; отдых ; бездействие ; rest ; inaction ; Ежедневные упражнения полезны для здоровья. ; Daily exercise is good for your health. ; ˈɛksərsaɪz

exercise ; упражняться/тренироваться ; отдыхать ; сидеть ; rest ; sit ; Мы должны регулярно тренироваться. ; We must exercise regularly. ; ˈɛksərsaɪz

exhibit ; экспонат/выставка ; скрытие ; хранение ; hiding ; storage ; На выставке представлено много интересных экспонатов. ; Many interesting exhibits are presented at the exhibition. ; ɪɡˈzɪbɪt

exhibit ; выставлять/демонстрировать ; скрывать ; прятать ; hide ; conceal ; Он выставлял свои картины в галерее. ; He exhibited his paintings in the gallery. ; ɪɡˈzɪbɪt

exhibition ; выставка ; скрытие ; хранение ; concealment ; storage ; Мы посетили новую художественную выставку. ; We visited a new art exhibition. ; ˌɛksəˈbɪʃən

exist ; существовать ; исчезать ; умирать ; disappear ; die ; Я не уверен, что призраки существуют. ; I'm not sure that ghosts exist. ; ɪɡˈzɪst

existence ; существование ; исчезновение ; смерть ; disappearance ; death ; Это было под угрозой уничтожения его существования. ; It was threatened with the destruction of its existence. ; ɪɡˈzɪstəns

exit ; выход ; вход ; центр ; entrance ; center ; Ищите ближайший выход. ; Look for the nearest exit. ; ˈɛksɪt

exit ; выходить/покидать ; входить ; оставаться ; enter ; remain ; Он вышел из здания. ; He exited the building. ; ˈɛksɪt

expand ; расширять/расширяться ; сокращать ; сжимать ; contract ; shrink ; Компания планирует расширять свой бизнес. ; The company plans to expand its business. ; ɪkˈspænd

expect ; ожидать/надеяться ; удивляться ; сомневаться ; be surprised ; doubt ; Я ожидал, что ты придешь раньше. ; I expected you to come earlier. ; ɪkˈspɛkt

expectation ; ожидание ; неожиданность ; сомнение ; surprise ; doubt ; Это превзошло все наши ожидания. ; It exceeded all our expectations. ; ˌɛkspɛkˈteɪʃən

expected ; ожидаемый ; неожиданный ; сомнительный ; unexpected ; doubtful ; Ожидаемый результат был достигнут. ; The expected result was achieved. ; ɪkˈspɛktɪd

expense ; расход/затрата ; доход ; прибыль ; income ; profit ; Это была большая затрата для нашего бюджета. ; It was a large expense for our budget. ; ɪkˈspɛns

expensive ; дорогой ; дешевый ; недорогой ; cheap ; inexpensive ; Это очень дорогая машина. ; This is a very expensive car. ; ɪkˈspɛnsɪv

experience ; опыт/переживание ; неопытность ; теория ; inexperience ; theory ; У него большой опыт работы в этой области. ; He has extensive experience in this field. ; ɪkˈspɪəriəns

experience ; испытывать/переживать ; избегать ; игнорировать ; avoid ; ignore ; Мы испытали сильные трудности. ; We experienced severe difficulties. ; ɪkˈspɪəriəns

experienced ; опытный ; неопытный ; новый ; inexperienced ; new ; Он очень опытный специалист. ; He is a very experienced specialist. ; ɪkˈspɪəriənst

experiment ; эксперимент/опыт ; теория ; правило ; theory ; rule ; Мы проводим научный эксперимент. ; We are conducting a scientific experiment. ; ɪkˈspɛrɪmənt

experiment ; экспериментировать ; знать ; применять ; know ; apply ; Ученые экспериментируют с новыми материалами. ; Scientists are experimenting with new materials. ; ɪkˈspɛrɪmənt

expert ; эксперт/специалист ; новичок ; ученик ; novice ; student ; Он является экспертом в области информационных технологий. ; He is an expert in the field of information technology. ; ˈɛkspɜːrt

explain ; объяснять ; запутывать ; скрывать ; confuse ; hide ; Пожалуйста, объясни мне, как это работает. ; Please explain to me how it works. ; ɪkˈspleɪn

explanation ; объяснение ; путаница ; секрет ; confusion ; secret ; Я жду от тебя подробного объяснения. ; I am waiting for a detailed explanation from you. ; ˌɛkspləˈneɪʃən

explode ; взрываться ; строить ; чинить ; build ; repair ; Бомба взорвалась без предупреждения. ; The bomb exploded without warning. ; ɪkˈsploʊd

explore ; исследовать/изучать ; игнорировать ; сидеть ; ignore ; sit ; Мы будем исследовать новые возможности. ; We will explore new opportunities. ; ɪkˈsplɔːr

explosion ; взрыв ; тишина ; строительство ; silence ; construction ; В порту произошел сильный взрыв. ; There was a powerful explosion in the port. ; ɪkˈsploʊʒən

export ; экспорт/экспортировать ; импорт ; потребление ; import ; consumption ; Страна экспортирует нефть и газ. ; The country exports oil and gas. ; ˈɛkspɔːrt

expose ; разоблачать/выставлять ; скрывать ; прятать ; hide ; conceal ; Расследование разоблачило коррупционную схему. ; The investigation exposed a corruption scheme. ; ɪkˈspoʊz

express ; выражать/экспресс ; скрывать ; молчать ; hide ; be silent ; Он выразил свое недовольство. ; He expressed his dissatisfaction. ; ɪkˈsprɛs

express ; экспресс (поезд/служба) ; медленный ; обычный ; slow ; regular ; Я поеду на экспресс-поезде до центра города. ; I will take the express train to the city center. ; ˈɛksprɛs

expression ; выражение/выражение ; молчание ; скрытие ; silence ; hiding ; У нее было радостное выражение лица. ; She had a joyful expression on her face. ; ɪkˈsprɛʃən

extend ; расширять/продлевать ; сокращать ; уменьшать ; contract ; decrease ; Мы должны продлить срок выполнения проекта. ; We must extend the deadline for the project. ; ɪkˈstɛnd

extension ; расширение/продление ; сокращение ; уменьшение ; contraction ; decrease ; Мы получили продление визы. ; We received a visa extension. ; ɪkˈstɛnʃən

extensive ; обширный/широкий ; маленький ; ограниченный ; small ; limited ; У него обширные знания в этой области. ; He has extensive knowledge in this area. ; ɪkˈstɛnsɪv

extent ; степень/мера ; начало ; конец ; beginning ; end ; Мы не знали о степени его проблем. ; We didn't know the extent of his problems. ; ɪkˈstɛnt

extra ; дополнительный/лишний ; необходимый ; главный ; necessary ; main ; Нам нужен дополнительный стул. ; We need an extra chair. ; ˈɛkstrə

extraordinary ; необычный/выдающийся ; обычный ; нормальный ; ordinary ; normal ; Это был выдающийся успех. ; It was an extraordinary success. ; ɪkˈstrɔːrdɪnəri

extreme ; крайний/чрезмерный ; умеренный ; обычный ; moderate ; usual ; Ситуация требует крайних мер. ; The situation requires extreme measures. ; ɪkˈstriːm

extremely ; чрезвычайно/крайне ; умеренно ; немного ; moderately ; slightly ; Погода была чрезвычайно холодной. ; The weather was extremely cold. ; ɪkˈstriːmli

eye ; глаз ; ухо ; нос ; ear ; nose ; У нее красивые голубые глаза. ; She has beautiful blue eyes. ; aɪ

face ; лицо ; затылок ; тело ; back of the head ; body ; У него было серьезное лицо. ; He had a serious face. ; feɪs

face ; сталкиваться/смотреть в лицо ; избегать ; прятаться ; avoid ; hide ; Мы должны столкнуться с трудностями. ; We must face the difficulties. ; feɪs

face up to ; признавать/принимать ; избегать ; отрицать ; avoid ; deny ; Ты должен признать свои ошибки. ; You must face up to your mistakes. ; feɪs ʌp tuː

facility ; объект/удобство ; неудобство ; недостаток ; inconvenience ; drawback ; В отеле есть отличные спортивные сооружения. ; The hotel has excellent sports facilities. ; fəˈsɪlɪti

fact ; факт ; вымысел ; ложь ; fiction ; lie ; Это неоспоримый факт. ; This is an undeniable fact. ; fækt

factor ; фактор/множитель ; следствие ; результат ; consequence ; result ; Здоровье — важный фактор успеха. ; Health is an important factor for success. ; ˈfæktər

factory ; фабрика/завод ; офис ; дом ; office ; house ; Он работает на автомобильном заводе. ; He works in a car factory. ; ˈfæktəri

fail ; терпеть неудачу/проваливать ; преуспевать ; удаваться ; succeed ; manage ; Он провалил свой экзамен. ; He failed his exam. ; feɪl

failure ; неудача/провал ; успех ; победа ; success ; victory ; Это был полный провал его плана. ; It was a complete failure of his plan. ; ˈfeɪljər

faint ; слабый/неясный ; сильный ; яркий ; strong ; bright ; Мы услышали слабый стук. ; We heard a faint knock. ; feɪnt

faint ; падать в обморок ; просыпаться ; оживать ; wake up ; revive ; Она упала в обморок от жары. ; She fainted from the heat. ; feɪnt

faintly ; слабо/неясно ; сильно ; ярко ; strongly ; brightly ; Мы слышали музыку слабо. ; We heard the music faintly. ; ˈfeɪntli

fair ; справедливый/честный ; несправедливый ; предвзятый ; unfair ; biased ; Это было справедливое решение. ; It was a fair decision. ; feər

fair ; светлый (о волосах/коже) ; темный ; черный ; dark ; black ; У него светлые волосы и голубые глаза. ; He has fair hair and blue eyes. ; feər

fairly ; достаточно/справедливо ; несправедливо ; очень ; unfairly ; very ; Он справился с работой достаточно хорошо. ; He coped with the job fairly well. ; ˈfeərli

faith ; вера/доверие ; недоверие ; сомнение ; distrust ; doubt ; Я потерял веру в систему. ; I lost faith in the system. ; feɪθ

faithful ; верный/преданный ; неверный ; предательский ; unfaithful ; treacherous ; Он был верным другом. ; He was a faithful friend. ; ˈfeɪθfəl

faithfully ; верно/преданно ; неверно ; лживо ; unfaithfully ; falsely ; Искренне Ваш (в конце письма). ; Faithfully yours (at the end of a letter). ; ˈfeɪθfəli

fall ; падать ; подниматься ; летать ; rise ; fly ; Я видел, как дерево упало в лесу. ; I saw the tree fall in the forest. ; fɔːl

fall ; падение ; подъем ; рост ; rise ; growth ; В этом году произошло резкое падение цен. ; There was a sharp fall in prices this year. ; fɔːl

false ; ложный/фальшивый ; истинный ; настоящий ; true ; real ; Он дал ложные показания. ; He gave false testimony. ; fɔːls

fame ; слава/известность ; безвестность ; позор ; obscurity ; shame ; Он мечтал о славе и богатстве. ; He dreamed of fame and fortune. ; feɪm

familiar ; знакомый/известный ; незнакомый ; чужой ; unfamiliar ; foreign ; Этот голос мне очень знаком. ; This voice is very familiar to me. ; fəˈmɪliər

family ; семья ; одиночка ; группа ; individual ; group ; У него большая и дружная семья. ; He has a large and close family. ; ˈfæməli

famous ; известный/знаменитый ; неизвестный ; обычный ; unknown ; ordinary ; Он стал известным писателем. ; He became a famous writer. ; ˈfeɪməs

fan ; фанат/вентилятор ; противник ; кондиционер ; opponent ; air conditioner ; Он большой фанат футбола. ; He is a big fan of football. ; fæn

fancy ; модный/изысканный ; простой ; обычный ; simple ; ordinary ; Она надела очень модное платье. ; She wore a very fancy dress. ; ˈfænsi

fancy ; хотеть/представлять ; не хотеть ; забывать ; not want ; forget ; Я не хочу идти туда. ; I don't fancy going there. ; ˈfænsi

far ; далеко ; близко ; здесь ; near ; here ; Магазин находится не очень далеко. ; The shop is not very far. ; fɑːr

farm ; ферма/хозяйство ; город ; офис ; city ; office ; Моя семья владеет большой фермой. ; My family owns a large farm. ; fɑːrm

farmer ; фермер ; горожанин ; рабочий ; city dweller ; worker ; Фермер собирает урожай. ; The farmer is harvesting the crop. ; ˈfɑːrmər

farming ; сельское хозяйство/фермерство ; промышленность ; отдых ; industry ; rest ; Сельское хозяйство — важная отрасль. ; Farming is an important industry. ; ˈfɑːrmɪŋ

farther ; дальше (расстояние) ; ближе ; здесь ; nearer ; here ; Мы проехали дальше, чем планировали. ; We drove farther than we planned. ; ˈfɑːrðər

farthest ; самый дальний ; самый ближний ; здесь ; nearest ; here ; Это был самый дальний пункт нашего путешествия. ; It was the farthest point of our journey. ; ˈfɑːrðɪst

fashion ; мода/стиль ; старье ; немодное ; old stuff ; unfashionable ; Она всегда следит за последней модой. ; She always follows the latest fashion. ; ˈfæʃən

fashionable ; модный ; немодный ; старый ; unfashionable ; old ; Это очень модная одежда в этом сезоне. ; This is very fashionable clothing this season. ; ˈfæʃənəbəl

fast ; быстрый/быстро ; медленный ; медленно ; slow ; slowly ; Он бежал очень быстро. ; He ran very fast. ; fɑːst

fasten ; застегивать/пристегивать ; расстегивать ; отпускать ; unfasten ; release ; Пристегните ремни безопасности. ; Fasten your seat belts. ; ˈfɑːsən

fat ; жир/толстый ; худой ; тонкий ; thin ; slender ; У него слишком много жира в рационе. ; He has too much fat in his diet. ; fæt

father ; отец ; мать ; ребенок ; mother ; child ; Мой отец работает инженером. ; My father works as an engineer. ; ˈfɑːðər

faucet ; кран (AmE) ; труба ; раковина ; pipe ; sink ; Пожалуйста, закрой кран. ; Please turn off the faucet. ; ˈfɔːsɪt

fault ; вина/ошибка ; заслуга ; успех ; merit ; success ; Это была моя вина, я признаю это. ; It was my fault, I admit it. ; fɔːlt

favour ; одолжение/услуга ; отказ ; вражда ; refusal ; enmity ; Можешь сделать мне одолжение? ; Can you do me a favour? ; ˈfeɪvər

favourite ; любимый ; ненавистный ; нелюбимый ; hated ; unloved ; Мой любимый цвет — синий. ; My favourite colour is blue. ; ˈfeɪvərɪt

fear ; страх/боязнь ; смелость ; уверенность ; courage ; confidence ; Он почувствовал сильный страх. ; He felt great fear. ; fɪər

fear ; бояться ; не бояться ; быть смелым ; not fear ; be brave ; Я боюсь темноты. ; I fear the dark. ; fɪər

feather ; перо ; камень ; металл ; stone ; metal ; У птицы было красивое оперение. ; The bird had beautiful feathers. ; ˈfɛðər

feature ; особенность/черта ; общее ; недостаток ; general ; drawback ; Главная особенность этого телефона — его камера. ; The main feature of this phone is its camera. ; ˈfiːʧər

feature ; показывать/выделять ; скрывать ; игнорировать ; hide ; ignore ; В фильме показаны молодые талантливые актеры. ; The film features young talented actors. ; ˈfiːʧər

February ; февраль ; январь ; март ; January ; March ; Февраль — самый короткий месяц. ; February is the shortest month. ; ˈfɛbruəri

federal ; федеральный ; местный ; частный ; local ; private ; Мы следуем федеральным законам. ; We follow federal laws. ; ˈfɛdərəl

fee ; плата/сбор ; возврат ; скидка ; refund ; discount ; Мы должны заплатить вступительный взнос. ; We must pay an entrance fee. ; fiː

feed ; кормить/питание ; голодать ; отнимать ; starve ; take away ; Мне нужно покормить кота. ; I need to feed the cat. ; fiːd

feel ; чувствовать/ощущать ; оцепенеть ; игнорировать ; be numb ; ignore ; Я чувствую себя сегодня лучше. ; I feel better today. ; fiːl

feeling ; чувство/ощущение ; мысль ; факт ; thought ; fact ; У меня было странное чувство. ; I had a strange feeling. ; ˈfiːlɪŋ

fellow ; товарищ/собрат ; враг ; чужак ; enemy ; stranger ; Он был моим товарищем по команде. ; He was my fellow teammate. ; ˈfɛloʊ

female ; женский/женщина ; мужской ; ребенок ; male ; child ; В компании работает много женщин. ; There are many female employees in the company. ; ˈfiːmeɪl

fence ; забор/ограждение ; ворота ; поле ; gate ; field ; Мы покрасили наш старый забор. ; We painted our old fence. ; fɛns

festival ; фестиваль/праздник ; будни ; работа ; weekday ; work ; Мы пойдем на музыкальный фестиваль. ; We are going to a music festival. ; ˈfɛstɪvəl

fetch ; приносить/доставлять ; брать ; оставлять ; take ; leave ; Сходи и принеси мне газету. ; Go and fetch me the newspaper. ; fɛʧ

fever ; жар/лихорадка ; холод ; здоровье ; cold ; health ; У ребенка высокая температура. ; The child has a high fever. ; ˈfiːvər

few ; мало/немного ; много ; много ; many ; much ; У нас осталось всего несколько яблок. ; We have only a few apples left. ; fjuː

field ; поле/область ; город ; офис ; city ; office ; Он работает в области информатики. ; He works in the field of computer science. ; fiːld

fifteen ; пятнадцать ; четырнадцать ; шестнадцать ; fourteen ; sixteen ; Ему исполнилось пятнадцать лет. ; He turned fifteen years old. ; ˌfɪfˈtiːn

fifteenth ; пятнадцатый ; четырнадцатый ; шестнадцатый ; fourteenth ; sixteenth ; Мы отмечаем пятнадцатую годовщину. ; We are celebrating the fifteenth anniversary. ; ˌfɪfˈtiːnθ

fifth ; пятый ; четвертый ; шестой ; fourth ; sixth ; Это пятый дом слева. ; This is the fifth house on the left. ; fɪfθ

fiftieth ; пятидесятый ; сорок девятый ; пятьдесят первый ; forty-ninth ; fifty-first ; Это его пятидесятый день рождения. ; This is his fiftieth birthday. ; ˈfɪftiɪθ

fifty ; пятьдесят ; сорок ; шестьдесят ; forty ; sixty ; Ему пятьдесят лет. ; He is fifty years old. ; ˈfɪfti

fight ; борьба/драка ; мир ; согласие ; peace ; agreement ; Между ними возникла сильная драка. ; A strong fight broke out between them. ; faɪt

fight ; бороться/драться ; мириться ; сдаваться ; reconcile ; surrender ; Они боролись за свои права. ; They fought for their rights. ; faɪt

fighting ; боевые действия/борьба ; мир ; перемирие ; peace ; truce ; Боевые действия продолжались всю ночь. ; The fighting continued all night. ; ˈfaɪtɪŋ

figure ; фигура/цифра ; слово ; буква ; word ; letter ; Это была странная фигура в темноте. ; It was a strange figure in the dark. ; ˈfɪɡjər

figure ; представлять/думать ; игнорировать ; ошибаться ; ignore ; be wrong ; Я думаю, что это займет больше времени. ; I figure it will take longer. ; ˈfɪɡjər

figure out ; выяснять/понимать ; запутывать ; сдаваться ; confuse ; give up ; Я не могу понять, как это работает. ; I can't figure out how it works. ; ˈfɪɡjər aʊt

file ; файл/досье ; бумага ; папка ; paper ; folder ; Сохраните документ как новый файл. ; Save the document as a new file. ; faɪl

file ; подавать/хранить ; удалять ; терять ; delete ; lose ; Он подал заявление в суд. ; He filed an application to the court. ; faɪl

fill ; наполнять ; опустошать ; освобождать ; empty ; release ; Он наполнил стакан водой. ; He filled the glass with water. ; fɪl

fill in ; заполнять (пробелы/форму) ; оставлять пустым ; стирать ; leave blank ; erase ; Пожалуйста, заполните свои данные в форме. ; Please fill in your details on the form. ; fɪl ɪn

fill out ; заполнять (форму - AmE) ; оставлять пустым ; игнорировать ; leave blank ; ignore ; Вам нужно заполнить эту анкету. ; You need to fill out this questionnaire. ; fɪl aʊt

fill up ; наполнять доверху ; опустошать ; выливать ; empty ; pour out ; Я заполнил бак бензином доверху. ; I filled up the tank with petrol. ; fɪl ʌp

film ; фильм/пленка ; книга ; песня ; book ; song ; Мы посмотрели очень интересный фильм. ; We watched a very interesting film. ; fɪlm

film ; снимать (фильм) ; стирать ; писать ; erase ; write ; Они снимают новый сериал. ; They are filming a new series. ; fɪlm

final ; финальный/окончательный ; начальный ; временный ; initial ; temporary ; Это было его окончательное решение. ; This was his final decision. ; ˈfaɪnəl

finally ; наконец/в конце концов ; сначала ; никогда ; first ; never ; Наконец-то мы приехали. ; We finally arrived. ; ˈfaɪnəli

finance ; финансы/финансировать ; тратить ; безденежье ; spend ; poverty ; Он работает в сфере финансов. ; He works in the field of finance. ; ˈfaɪnæns

financial ; финансовый ; личный ; социальный ; personal ; social ; У нас возникли финансовые трудности. ; We have encountered financial difficulties. ; faɪˈnænʃəl

find ; находить ; терять ; искать ; lose ; search ; Я нашел свои ключи под диваном. ; I found my keys under the sofa. ; faɪnd

find out ; выяснять/узнавать ; скрывать ; игнорировать ; hide ; ignore ; Мы должны выяснить, кто это сделал. ; We need to find out who did it. ; faɪnd aʊt

fine ; прекрасный/хорошо ; плохой ; ужасный ; bad ; terrible ; Сегодня прекрасная погода. ; The weather is fine today. ; faɪn

fine ; штраф ; награда ; похвала ; reward ; praise ; Он получил штраф за превышение скорости. ; He received a fine for speeding. ; faɪn

fine ; штрафовать ; награждать ; хвалить ; reward ; praise ; Его оштрафовали за неправильную парковку. ; He was fined for illegal parking. ; faɪn

finely ; мелко/тонко ; крупно ; грубо ; coarsely ; roughly ; Нарежьте овощи мелко. ; Chop the vegetables finely. ; ˈfaɪnli

finger ; палец ; рука ; нога ; hand ; foot ; У меня порез на пальце. ; I have a cut on my finger. ; ˈfɪŋɡər

finish ; заканчивать/завершать ; начинать ; продолжать ; start ; continue ; Я закончил свою работу. ; I finished my work. ; ˈfɪnɪʃ

finished ; законченный/готовый ; незаконченный ; начатый ; unfinished ; started ; Проект уже закончен. ; The project is already finished. ; ˈfɪnɪʃt

finish off ; прикончить/завершить ; начинать ; оставлять ; start ; leave ; Я должен завершить этот отчет сегодня. ; I must finish off this report today. ; ˈfɪnɪʃ ɒf

fire ; огонь/пожар ; вода ; лед ; water ; ice ; В лесу начался сильный пожар. ; A large fire started in the forest. ; ˈfaɪər

fire ; увольнять/стрелять ; нанимать ; держать ; hire ; keep ; Компании пришлось уволить его. ; The company had to fire him. ; ˈfaɪər

firm ; твердый/фирма ; мягкий ; гибкий ; soft ; flexible ; У него очень твердый матрас. ; He has a very firm mattress. ; fɜːrm

firm ; фирма/компания ; индивидуальный ; человек ; individual ; person ; Он работает в крупной юридической фирме. ; He works at a large law firm. ; fɜːrm

firmly ; твердо/уверенно ; мягко ; неуверенно ; softly ; uncertainly ; Он твердо верит в свою правоту. ; He firmly believes in his righteousness. ; ˈfɜːrmli

first ; первый ; последний ; второй ; last ; second ; Он пришел первым на финиш. ; He came first at the finish line. ; fɜːrst

fish ; рыба ; птица ; животное ; bird ; animal ; Он любит ловить рыбу в озере. ; He likes to fish in the lake. ; fɪʃ

fishing ; рыбалка ; охота ; плавание ; hunting ; swimming ; Мы пошли на рыбалку в выходные. ; We went fishing on the weekend. ; ˈfɪʃɪŋ

fit ; подходить/в форме ; не подходить ; быть слабым ; not fit ; be weak ; Эти брюки мне подходят. ; These trousers fit me. ; fɪt

fit ; приступ/подходящий ; неподходящий ; болезнь ; inappropriate ; illness ; Он был в хорошей физической форме. ; He was in good physical fit. ; fɪt

fit in ; вписываться/соответствовать ; выделяться ; не подходить ; stand out ; not fit ; Он легко вписался в новую команду. ; He easily fit in with the new team. ; fɪt ɪn

five ; пять ; четыре ; шесть ; four ; six ; У меня есть пять книг. ; I have five books. ; faɪv

fix ; чинить/исправлять ; ломать ; портить ; break ; spoil ; Мне нужно починить свой велосипед. ; I need to fix my bicycle. ; fɪks

fixed ; фиксированный/неподвижный ; изменяемый ; подвижный ; changing ; movable ; У него фиксированная зарплата. ; He has a fixed salary. ; fɪkst

flag ; флаг ; палка ; ткань ; stick ; cloth ; Они подняли национальный флаг. ; They raised the national flag. ; flæɡ

flame ; пламя/огонь ; лед ; вода ; ice ; water ; Пламя свечи мерцало на ветру. ; The candle flame flickered in the wind. ; fleɪm

flash ; вспышка/вспыхивать ; темнота ; тускнеть ; darkness ; dim ; Вспышка молнии озарила небо. ; A flash of lightning lit up the sky. ; flæʃ

flat ; плоский/квартира ; изогнутый ; холм ; curved ; hill ; У нас есть новая квартира в центре. ; We have a new flat in the center. ; flæt

flavour ; вкус/аромат ; отсутствие вкуса ; запах ; tastelessness ; smell ; У этого блюда очень приятный вкус. ; This dish has a very pleasant flavour. ; ˈfleɪvər

flesh ; плоть/мясо ; кость ; кожа ; bone ; skin ; Он порезал свою плоть. ; He cut his flesh. ; flɛʃ

flight ; полет/рейс ; посадка ; ходьба ; landing ; walking ; Наш рейс был задержан из-за тумана. ; Our flight was delayed due to fog. ; flaɪt

float ; плавать/держаться на воде ; тонуть ; опускаться ; sink ; drop ; Дерево может плавать на воде. ; Wood can float on water. ; floʊt

flood ; наводнение/потоп ; засуха ; маловодье ; drought ; low water ; Наводнение нанесло большой ущерб. ; The flood caused great damage. ; flʌd

flood ; затоплять ; осушать ; строить ; drain ; build ; Дождь затопил улицы. ; The rain flooded the streets. ; flʌd

flooded ; затопленный ; сухой ; пустой ; dry ; empty ; Подвал был полностью затоплен. ; The basement was completely flooded. ; ˈflʌdɪd

flooding ; затопление ; осушение ; строительство ; draining ; construction ; Затопление было вызвано сильными дождями. ; The flooding was caused by heavy rains. ; ˈflʌdɪŋ

floor ; пол/этаж ; потолок ; стена ; ceiling ; wall ; Нам нужно помыть пол. ; We need to wash the floor. ; flɔːr

flour ; мука ; сахар ; вода ; sugar ; water ; Нам нужна мука для выпечки хлеба. ; We need flour to bake bread. ; ˈflaʊər

flow ; течь/поток ; стоять ; останавливаться ; stand ; stop ; Река течет очень быстро. ; The river flows very fast. ; floʊ

flow ; поток/течение ; остановка ; застой ; stop ; stagnation ; Поток воды был очень сильным. ; The flow of water was very strong. ; floʊ

flower ; цветок ; трава ; дерево ; grass ; tree ; Я купил ей букет цветов. ; I bought her a bouquet of flowers. ; ˈflaʊər

flu ; грипп ; здоровье ; простуда ; health ; cold ; У меня сильный грипп. ; I have a bad case of flu. ; fluː

fly ; летать ; ходить ; ползать ; walk ; crawl ; Самолет летит очень высоко. ; The plane is flying very high. ; flaɪ

flying ; полет/летающий ; ходьба ; стоянка ; walking ; parking ; Полет был очень долгим. ; The flying was very long. ; ˈflaɪɪŋ

focus ; фокусировать/фокус ; отвлекать ; размывать ; distract ; blur ; Нам нужно сосредоточиться на главной проблеме. ; We need to focus on the main problem. ; ˈfoʊkəs

fold ; складывать ; раскладывать ; рвать ; unfold ; tear ; Сложи одеяло аккуратно. ; Fold the blanket neatly. ; foʊld

folding ; складной ; фиксированный ; твердый ; fixed ; solid ; У нас есть складной стул. ; We have a folding chair. ; ˈfoʊldɪŋ

follow ; следовать/идти за ; вести ; опережать ; lead ; precede ; Идите за мной, я покажу вам путь. ; Follow me, I'll show you the way. ; ˈfɒloʊ

following ; следующий/последующий ; предыдущий ; прошлый ; previous ; past ; В следующий день мы отправились в горы. ; The following day we went to the mountains. ; ˈfɒloʊɪŋ

